"","execution","architecture","acc_train","acc_validation","acc_test","time","saved_model"
"1",7,"nnnn/nnnn/nnnn/nnn",0.980952381520044,1,1,1.57580364604791,"nnnn_nnnn_nnnn_nnn-129"
