"","id","architecture","evaluated","loss","metric","saved_model"
"13","13","nnnn/nn/nnn","TRUE","0.0520941879245497","0.990476190476191","nnnn_nn_nnn-13"
"19","19","nnnn/nnn/nnn","TRUE","0.0622801041319257","0.990476190476191","nnnn_nnn_nnn-19"
"2","2","nnnn/nnn/nnn","TRUE","0.0615216832785379","0.990476190476191","nnnn_nnn_nnn-2"
"20","20","nnnn/nnnn/nnn","TRUE","0.0487705122856867","0.990476190476191","nnnn_nnnn_nnn-20"
"23","23","nnnn/nnn/nnn","TRUE","0.0548750919777723","0.980952380952381","nnnn_nnn_nnn-23"
"29","29","nnnn/nnn/nnn","TRUE","0.0428247179436897","0.990476190476191","nnnn_nnn_nnn-29"
"30","30","nnnn/nn/nnn","TRUE","0.0824692130088806","0.980952380952381","nnnn_nn_nnn-30"
"33","33","nnnn/nn/nnn","TRUE","0.0918224097362586","0.990476190476191","nnnn_nn_nnn-33"
"41","37","nnnn/nn/nn/nn/nnn","TRUE","0.0820984177646183","0.980952380952381","nnnn_nn_nn_nn_nnn-37"
"81","41","nnnn/nnn/nnn","TRUE","0.0753779398543494","0.980952380952381","nnnn_nnn_nnn-41"
"11","42","nnnn/nnn/nnn","TRUE","0.0492373666593007","0.980952380952381","nnnn_nnn_nnn-42"
"61","47","nnnn/nnnn/nnnn/nnnn/nnn","TRUE","0.0363680060487241","0.980952380952381","nnnn_nnnn_nnnn_nnnn_nnn-47"
"12","50","nnnn/nnn/nnn/nnn/nnn","TRUE","0.0577665575203441","0.990476190476191","nnnn_nnn_nnn_nnn_nnn-50"
"21","51","nnnn/nnnn/nnn","TRUE","0.049326413284455","0.990476190476191","nnnn_nnnn_nnn-51"
"32","52","nnnn/nnn/nnn/nnn/nnn","TRUE","0.0398377044215089","0.990476190476191","nnnn_nnn_nnn_nnn_nnn-52"
"4","53","nnnn/nnnn/nnn","TRUE","0.0637648534207117","0.980952380952381","nnnn_nnnn_nnn-53"
"5","54","nnnn/nnn/nnn/nnn/nnn","TRUE","0.0505720030072899","0.990476190476191","nnnn_nnn_nnn_nnn_nnn-54"
"62","55","nnnn/nnnn/nnn","TRUE","0.0519306274219638","0.980952380952381","nnnn_nnnn_nnn-55"
"73","56","nnnn/nn/nnn","TRUE","0.0791970748631727","0.980952380952381","nnnn_nn_nnn-56"
"1","58","nnnn/nnn/nnn","TRUE","0.0659830973084484","0.990476190476191","nnnn_nnn_nnn-58"
"22","59","nnnn/nnn/nnn","TRUE","0.0589658711061236","0.990476190476191","nnnn_nnn_nnn-59"
"42","61","nnnn/nnnn/nnn","TRUE","0.0383805375501868","0.990476190476191","nnnn_nnnn_nnn-61"
"51","62","nnnn/nnnn/nnnn/nnnn/nnn","TRUE","0.0909224758900347","0.980952380952381","nnnn_nnnn_nnnn_nnnn_nnn-62"
"63","63","nnnn/nnn/nnn","TRUE","0.0349998163591538","0.990476190476191","nnnn_nnn_nnn-63"
"71","64","nnnn/nn/nnn","TRUE","0.0404646330424363","0.990476190476191","nnnn_nn_nnn-64"
