"","execution","architecture","acc_train","acc_validation","acc_test","time","saved_model"
"1",4,"nnnn/nnn/nnn",0.990476190476191,0.966666638851166,0.933333337306976,20.5720229665438,"nnnn_nnn_nnn-63"
