"","execution","architecture","acc_train","acc_validation","acc_test","time","saved_model"
"1",3,"nnnn/nnn/nnn/nnnn/nnn",0.990476191043854,1,0.933333337306976,1.01673377891382,"nnnn_nnn_nnn_nnnn_nnn-177"
