"","id","architecture","evaluated","loss","metric","saved_model"
"56","110","nnnn/nnn/nnn","TRUE","0.055455527135304","0.990476191043854","nnnn_nnn_nnn-110"
"57","118","nnnn/nnn/nnn","TRUE","0.0526550548417228","0.980952381520044","nnnn_nnn_nnn-118"
"73","120","nnnn/nnn/nnn","TRUE","0.0545203101067316","0.971428571996235","nnnn_nnn_nnn-120"
"4","133","nnnn/nnn/nnn/nnnn/nnn","TRUE","0.0549218001819792","0.980952381520044","nnnn_nnn_nnn_nnnn_nnn-133"
"41","141","nnnn/nnnn/nnn","TRUE","0.0519272683631806","0.980952381520044","nnnn_nnnn_nnn-141"
"61","151","nnnn/nnn/nnn/nnnn/nnn","TRUE","0.054885858297348","0.980952381520044","nnnn_nnn_nnn_nnnn_nnn-151"
"74","152","nnnn/nnn/nnn","TRUE","0.0507624883027304","0.990476191043854","nnnn_nnn_nnn-152"
"5","174","nnnn/nnnn/nnn","TRUE","0.0518566469351451","0.990476191043854","nnnn_nnnn_nnn-174"
"8","177","nnnn/nnn/nnn/nnnn/nnn","TRUE","0.0498195028021222","0.990476191043854","nnnn_nnn_nnn_nnnn_nnn-177"
"51","182","nnnn/nnn/nnn/nnn/nnn","TRUE","0.0535823414723078","0.990476191043854","nnnn_nnn_nnn_nnn_nnn-182"
"53","198","nnnn/nnnn/nnn","TRUE","0.0554373654581252","0.980952381520044","nnnn_nnnn_nnn-198"
"22","203","nnnn/nnn/nnn","TRUE","0.0505373120307922","0.980952381520044","nnnn_nnn_nnn-203"
"58","206","nnnn/nnnn/nnn","TRUE","0.0522480045046125","0.990476191043854","nnnn_nnnn_nnn-206"
"71","208","nnnn/nnnn/nnn","TRUE","0.0518951545159022","0.990476191043854","nnnn_nnnn_nnn-208"
"21","227","nnnn/nnn/nnn","TRUE","0.0532852530479431","0.990476191043854","nnnn_nnn_nnn-227"
"59","238","nnnn/nnn/nnn","TRUE","0.0531416881652105","0.990476191043854","nnnn_nnn_nnn-238"
"6","239","nnnn/nnn/nnn","TRUE","0.0518124830155146","0.980952381520044","nnnn_nnn_nnn-239"
"24","24","nnnn/nnn/nnn","TRUE","0.0553976335695812","0.990476191043854","nnnn_nnn_nnn-24"
"72","240","nnnn/nnnn/nnn","TRUE","0.0551410941850571","0.980952381520044","nnnn_nnnn_nnn-240"
"13","58","nnnn/nnnn/nnn","TRUE","0.0506701124565942","0.980952381520044","nnnn_nnnn_nnn-58"
"33","68","nnnn/nnnn/nnn","TRUE","0.0542047195491337","0.990476191043854","nnnn_nnnn_nnn-68"
"34","84","nnnn/nnn/nnn/nnnn/nnn","TRUE","0.0547616714522952","0.980952381520044","nnnn_nnn_nnn_nnnn_nnn-84"
"55","86","nnnn/nnnn/nnn","TRUE","0.0503303317796616","0.990476191043854","nnnn_nnnn_nnn-86"
"83","89","nnnn/nnn/nnn","TRUE","0.0546457392828805","0.990476191043854","nnnn_nnn_nnn-89"
"7","96","nnnn/nnn/nnn","TRUE","0.0528920507147199","0.980952381520044","nnnn_nnn_nnn-96"
