"","execution","architecture","acc_train","acc_validation","acc_test","time","saved_model"
"1",2,"nnnn/nnnnn/nnnnn/nnnnn/nnnnn/nnnnn/nnnnn/nnn",0.990476190476191,0.966666638851166,1,2.20990047223038,"nnnn_nnnnn_nnnnn_nnnnn_nnnnn_nnnnn_nnnnn_nnn-175"
