"","execution","architecture","acc_train","acc_validation","acc_test","time","saved_model"
"1",8,"nnnn/nnnnn/nnn",0.990476190476191,0.966666638851166,0.933333337306976,1.22666566358672,"nnnn_nnnnn_nnn-157"
