"","execution","architecture","acc_train","acc_validation","acc_test","time","saved_model"
"1",9,"nnnn/nnnnnn/nnn",0.990476190476191,0.966666638851166,1,45.3066373825073,"nnnn_nnnnnn_nnn-139"
