"","id","architecture","evaluated","loss","metric","saved_model"
"1","1","nnnn/nnnn/nnn","TRUE","0.0763942910092218","0.990476190476191","nnnn_nnnn_nnn-1"
"2","2","nnnn/nn/nnn","TRUE","1.09385944093977","0.380952381803876","nnnn_nn_nnn-2"
"3","3","nnnn/nnnnn/nn/nnn","TRUE","0.0333952688922485","0.990476190476191","nnnn_nnnnn_nn_nnn-3"
"4","4","nnnn/nn/n/nnn","TRUE","1.0942064784822","0.380952381803876","nnnn_nn_n_nnn-4"
"5","5","nnnn/n/nnn","TRUE","1.09360593046461","0.380952381803876","nnnn_n_nnn-5"
"6","6","nnnn/nnnn/nnn","TRUE","0.0153562367106566","1","nnnn_nnnn_nnn-6"
"7","7","nnnn/nn/n/nnn","TRUE","1.09411665712084","0.380952381803876","nnnn_nn_n_nnn-7"
"8","8","nnnn/nn/nnn","TRUE","1.0942378623145","0.380952381803876","nnnn_nn_nnn-8"
"9","9","nnnn/n/nn/nnnnn/nnn","TRUE","1.094191410428","0.380952381803876","nnnn_n_nn_nnnnn_nnn-9"
"10","10","nnnn/nnn/nnn","TRUE","0.0153930680330155","1","nnnn_nnn_nnn-10"
"11","11","nnnn/nn/nnn","TRUE","0.0959344672305243","0.990476190476191","nnnn_nn_nnn-11"
"12","12","nnnn/n/nnn","TRUE","1.09391982441857","0.380952381803876","nnnn_n_nnn-12"
"13","13","nnnn/nnnnn/nn/nnn","TRUE","0.483631429501942","0.685714286849612","nnnn_nnnnn_nn_nnn-13"
"14","14","nnnn/n/nnn","TRUE","1.09374984105428","0.380952381803876","nnnn_n_nnn-14"
"15","15","nnnn/nn/nnn","TRUE","1.09448963233403","0.380952381803876","nnnn_nn_nnn-15"
"16","16","nnnn/nnnnnn/nnn","TRUE","0.0212631184818401","0.990476190476191","nnnn_nnnnnn_nnn-16"
"17","17","nnnn/nn/nnn","TRUE","0.0550424862298227","0.990476190476191","nnnn_nn_nnn-17"
"18","18","nnnn/n/nnn","TRUE","1.0943489631017","0.380952381803876","nnnn_n_nnn-18"
"19","19","nnnn/nn/nnn","TRUE","1.09393506731306","0.380952381803876","nnnn_nn_nnn-19"
"20","20","nnnn/n/nnn","TRUE","1.09404675619943","0.380952381803876","nnnn_n_nnn-20"
"21","21","nnnn/n/nnn","TRUE","1.09387992563702","0.380952381803876","nnnn_n_nnn-21"
"22","22","nnnn/nn/nnn","TRUE","1.09405183905647","0.380952381803876","nnnn_nn_nnn-22"
"23","23","nnnn/nnn/nnn","TRUE","0.0303409515569607","0.990476190476191","nnnn_nnn_nnn-23"
"24","24","nnnn/nnnnn/nnn","TRUE","0.0659490494855813","0.990476190476191","nnnn_nnnnn_nnn-24"
"25","25","nnnn/n/nnn","TRUE","1.09381837390718","0.380952381803876","nnnn_n_nnn-25"
