epoch,acc,loss
0,0.34285714512779597,2.103113389015198
1,0.34285714512779597,1.9647268238521758
2,0.34285714512779597,1.8350301515488399
3,0.3428571429990587,1.7088502441133773
4,0.34285714512779597,1.606955641791934
5,0.333333333617165,1.5104381390980313
6,0.33333333418482824,1.4344187702451434
7,0.33333333418482824,1.3654982464654104
8,0.2761904762614341,1.3064369406018939
9,0.17142857149952934,1.2618338982264201
10,0.09523809523809523,1.2238181545620872
11,0.04761904769000553,1.2024508385431198
12,0.05714285728477296,1.1833503450666154
13,0.11428571442763011,1.1725537436349052
14,0.20000000028383164,1.1645128999437604
15,0.23809523823715392,1.159593299457005
16,0.29523809538001106,1.1554088365463984
17,0.31428571655636744,1.1522684267589025
18,0.32380952409335545,1.1512002150217693
19,0.3333333334752491,1.1474638325827462
20,0.33333333418482824,1.1448683670588902
21,0.3333333334752491,1.142397063119071
22,0.33333333418482824,1.1402027709143503
23,0.32380952395143964,1.1373671497617448
24,0.3333333334752491,1.1349984169006349
25,0.3333333334752491,1.132474168141683
26,0.3333333334752491,1.13023955481393
27,0.32380952395143964,1.1284859566461471
28,0.29523809530905315,1.1259827409471785
29,0.32380952466101875,1.1239785716647193
30,0.32380952466101875,1.1216106006077358
31,0.3142857144276301,1.1193703935259864
32,0.3142857144276301,1.116970488003322
33,0.3142857151372092,1.114826092265901
34,0.32380952608017693,1.1125900620505924
35,0.3333333334752491,1.1098866553533644
36,0.33333333418482824,1.1073591255006336
37,0.33333333418482824,1.1049085741951352
38,0.33333333418482824,1.1025813454673403
39,0.333333333617165,1.1001896790095738
40,0.3333333334752491,1.0979291756947835
41,0.333333333617165,1.0956728730882916
42,0.3333333334752491,1.0932697148550123
43,0.32380952388048173,1.090863139288766
44,0.3333333350363232,1.089019009045192
45,0.33333333418482824,1.0864934115182785
46,0.33333333418482824,1.0836278109323412
47,0.3333333334042912,1.0814639670508248
48,0.333333333617165,1.079055769102914
49,0.33333333418482824,1.0765527827399117
50,0.333333333617165,1.073841297058832
51,0.3333333334042912,1.071359852382115
52,0.3428571431409745,1.068894997097197
53,0.3428571437086378,1.065963568006243
54,0.3428571431409745,1.0633991593406313
55,0.34285714292810077,1.0608225005013603
56,0.3428571439924694,1.0584156200999306
57,0.3428571431409745,1.0553445486795334
58,0.3428571437086378,1.0523738929203579
59,0.3619047621885935,1.0495291573660714
60,0.37142857228006637,1.0465142022995721
61,0.37142857149952935,1.0436467795144944
62,0.3809523812362126,1.0401090394882928
63,0.37142857171240307,1.0362813154856363
64,0.40000000028383165,1.0327455009732927
65,0.4095238098076412,1.028775277591887
66,0.42857142885526023,1.0246456713903518
67,0.44761904776096345,1.0196606420335315
68,0.46666666836965653,1.0145690634137108
69,0.5142857165563675,1.0086372307368687
70,0.5333333341848283,1.002709824698312
71,0.5809523832230341,0.9965886422566005
72,0.6190476198991139,0.989941810426258
73,0.6285714297067552,0.9831244973909288
74,0.6095238112267993,0.97720585947945
75,0.6190476193314507,0.9712282600856963
76,0.6380952392305647,0.965268425714402
77,0.6476190487543741,0.9589577453477042
78,0.6285714308420817,0.9529277290616717
79,0.6380952403658913,0.9463369630631946
80,0.6571428582781838,0.9402099149567741
81,0.6571428577105204,0.9339953496342613
82,0.6571428582781838,0.9279029278528123
83,0.657142858845847,0.9217448018846057
84,0.657142858845847,0.9161070659047081
85,0.6571428582781838,0.9100868508929298
86,0.6571428582781838,0.9042025270916166
87,0.6571428594135102,0.8982193078313555
88,0.6666666666666666,0.8926789488111223
89,0.66666666723433,0.885740415822892
90,0.6666666683696565,0.8801334403810047
91,0.6666666678019932,0.8739655670665559
92,0.66666666723433,0.8679182671365284
93,0.6666666678019932,0.8618264595667521
94,0.6666666689373199,0.8556945352327257
95,0.6666666689373199,0.8496772022474379
96,0.6666666683696565,0.8436930168242681
97,0.6666666669504983,0.8376070283708118
98,0.6666666689373199,0.8315508450780597
99,0.6666666689373199,0.8247995632035392
