",""execution"",""architecture"",""acc_train"",""acc_validation"",""acc_test"",""time"",""saved_model"""
"1,5,""nnnn/nnnn/nnn"",0.990476190476191,0.966666638851166,0.933333337306976,53.6287403504054,""nnnn_nnnn_nnn-163"""
