"","execution","architecture","acc_train","acc_validation","acc_test","time","saved_model"
"1",11,"nnnn/nnnnnnn/nnn",0.990476190476191,0.933333337306976,1,1.41652500026756,"nnnn_nnnnnnn_nnn-73"
