"","execution","architecture","acc_train","acc_validation","acc_test","time","saved_model"
"1",1,"nnnn/nnnnnnn/nnn",0.990476190476191,0.966666638851166,1,2.1348891764217,"nnnn_nnnnnnn_nnn-173"
